client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
95b77e45200f1a55260b5289c5ffde20e2c7c16a909fe1e29a0b5f54bb86d30ce9f74dbd082ebee15cc5b6c97499c84d901b45a8c18b27d97cd56ca8dcee69c1	common_voice_tr_42979205.mp3	07de2db48db05aa8fa9b160a26ed292bf581c2dbc39376ea019afa8741414702	Ancak ekibi Varga bitkileri tarafından enfekte edilirler.		2	0			İstanbul türkçesi		tr	
95b77e45200f1a55260b5289c5ffde20e2c7c16a909fe1e29a0b5f54bb86d30ce9f74dbd082ebee15cc5b6c97499c84d901b45a8c18b27d97cd56ca8dcee69c1	common_voice_tr_42979206.mp3	0792f62d8c9d2b25f15a87fdb980ec33b64f1f29dd86b97be597bc847834125d	Sonraki sezon da aynı takımda forma giymeye devam etti.		2	0			İstanbul türkçesi		tr	
95b77e45200f1a55260b5289c5ffde20e2c7c16a909fe1e29a0b5f54bb86d30ce9f74dbd082ebee15cc5b6c97499c84d901b45a8c18b27d97cd56ca8dcee69c1	common_voice_tr_42979208.mp3	07d9de784542d0e8125b1e982e1e7efa79e166527d2db505145e3b92665cfb6e	Şövalyeler bir kez daha kasabayı savunmayı başardılar ve her iki tarafta da birçok kayıp verdi.		2	1			İstanbul türkçesi		tr	
0b9e74f1c9aadea6ae41c773726c8b210cb6cd94022e896cf85922ae8d600e0e9a857b47210005ebe78301064ef2bd512b20a513f889a5d3cec098ecf3ca6f97	common_voice_tr_42878531.mp3	0795ddcd63abe6f196556eabd860a5904e8f2b21d7bde4f8d80a8098632b345a	Maya yaşam döngüsünü tükettikten sonra tortu olarak fermantasyon tankının dibine iner.		2	0			İstanbul türkçesi		tr	
0b9e74f1c9aadea6ae41c773726c8b210cb6cd94022e896cf85922ae8d600e0e9a857b47210005ebe78301064ef2bd512b20a513f889a5d3cec098ecf3ca6f97	common_voice_tr_42878533.mp3	077a65a6512e7d25336591d756a4278a2e4c91c5a2bed4e06b68510d3b761a16	Gruplarında ilk iki sırayı alan takımlar yarı finale yükseldiler ve çapraz olarak eşleştiler.		2	1			İstanbul türkçesi		tr	
0b9e74f1c9aadea6ae41c773726c8b210cb6cd94022e896cf85922ae8d600e0e9a857b47210005ebe78301064ef2bd512b20a513f889a5d3cec098ecf3ca6f97	common_voice_tr_42878536.mp3	07b341ce2a370bbad063324f6cba072a81130c2dec3ecfee5d4aa45c078ca32e	Kalıntıların bir bölümü müzenin alt katında görülebilmektedir.		2	0			İstanbul türkçesi		tr	
0b9e74f1c9aadea6ae41c773726c8b210cb6cd94022e896cf85922ae8d600e0e9a857b47210005ebe78301064ef2bd512b20a513f889a5d3cec098ecf3ca6f97	common_voice_tr_42878540.mp3	07784ec6eeef0473fc2a7f6a4f3102d5b5d09cba7b539f8a220e704f21581962	Tam olarak "Doğu'nun Mavi Ejderhası" olarak bilinmekte olup doğuyu ve ilkbahar mevsimini temsil etmektedir.		2	0			İstanbul türkçesi		tr	
1860b9ce5792b1cd737f20d63c1dc4c8a01fab5ffce6079bf80d08be412395408461fa9763f673461e7f0bd13d77be8bd957a2278d740959a11b14f57dd6311d	common_voice_tr_42982600.mp3	06f513bb5cb700b8c5da2f5f972a18ca08c67baeaeee3ee539381c47c9093a9a	Metin ayrıca Kutsal Kitap'a göndermelerde bulunmakta ve kısmen Hristiyan ifadeler içermektedir.		2	1			Türkiye'deki doğu şivesi		tr	
1860b9ce5792b1cd737f20d63c1dc4c8a01fab5ffce6079bf80d08be412395408461fa9763f673461e7f0bd13d77be8bd957a2278d740959a11b14f57dd6311d	common_voice_tr_42982602.mp3	07845a728985eedddf08bdddafc395959b3460f456c32a592570586756beb478	Dünyanın Çin Seddi'nden sonraki ikinci en uzun tarihi duvarı bu eyalet sınırları içindedir.		2	1			Türkiye'deki doğu şivesi		tr	
1860b9ce5792b1cd737f20d63c1dc4c8a01fab5ffce6079bf80d08be412395408461fa9763f673461e7f0bd13d77be8bd957a2278d740959a11b14f57dd6311d	common_voice_tr_42982603.mp3	075aec9e1a8b192b76f117af65708820f08d2b0577a7322531dd2f2dec838c22	Belde adını beldeyi kuran Türkmen aşiretinden almıştır.		2	0			Türkiye'deki doğu şivesi		tr	
1860b9ce5792b1cd737f20d63c1dc4c8a01fab5ffce6079bf80d08be412395408461fa9763f673461e7f0bd13d77be8bd957a2278d740959a11b14f57dd6311d	common_voice_tr_42982604.mp3	063d97c34b40573a681138c058330a6d001d7f93b20fdd07a35738e8bb845594	Bir süre Hürriyet gazetesi dergi grubunda çalıştı.		2	0			Türkiye'deki doğu şivesi		tr	
857b9884946af26c4fc2124fa475179f1a56bbe607ef934c76f3c10802e6d9ec371b8e8d2a0ff4d2a70bd21efc5a6a6b983a272761aa67cb7fec61775b41bf36	common_voice_tr_43422180.mp3	07db87a9833e1473a94696198e76ad274798015752d07bb216c909ab35fe05be	Sık sık seyahat edip gittiği yerlerdeki müzik tarzlarını çalışmış ve bunları bestelerine yansıtmıştı.		2	0			İstanbul türkçesi		tr	
857b9884946af26c4fc2124fa475179f1a56bbe607ef934c76f3c10802e6d9ec371b8e8d2a0ff4d2a70bd21efc5a6a6b983a272761aa67cb7fec61775b41bf36	common_voice_tr_43422181.mp3	078df5237683f6ab912eb56f217abc7e9bfeb9ef07f4f499b56581e032e30291	Yinelenen dizeleri ve çoklu sınıf dosyalarında kullanılan diğer sabitler sadece bir kez.		2	0			İstanbul türkçesi		tr	
857b9884946af26c4fc2124fa475179f1a56bbe607ef934c76f3c10802e6d9ec371b8e8d2a0ff4d2a70bd21efc5a6a6b983a272761aa67cb7fec61775b41bf36	common_voice_tr_43422182.mp3	07f172aab8d740e8f5263b22e5d0900159fe516d7e56b11a84fce4e7a9e8807b	Kalıcı olmayan bir kalem ve kalıcı bir yapışan silinebilir mürekkep kullanıyor.		2	0			İstanbul türkçesi		tr	
857b9884946af26c4fc2124fa475179f1a56bbe607ef934c76f3c10802e6d9ec371b8e8d2a0ff4d2a70bd21efc5a6a6b983a272761aa67cb7fec61775b41bf36	common_voice_tr_43422183.mp3	080be245d45ba2fa3b68cd2bb846177df2c6a56766b5a3970380a787ffe556c4	Aynı karar çerçevesinde Leman dergisinin Berat Albayrak karikatürünün yer aldığı kapağına da erişim yasağı getirildi.		2	1			İstanbul türkçesi		tr	
a0f139124c7c361e9c724f8836bdc898723f7aff373cbb577321ce5f60be09d40ef0a302fc06d56c2697591135ab679315bc388ae17fb2156ef6d9c107036731	common_voice_tr_42910606.mp3	07a454851425a1dddf6db5d632025fb24b7fc1f07ec6459732dc8e8a56e67b36	Tanınan on sekiz alt türden ikisinin soyu tükenmiştir.		2	1					tr	
a0f139124c7c361e9c724f8836bdc898723f7aff373cbb577321ce5f60be09d40ef0a302fc06d56c2697591135ab679315bc388ae17fb2156ef6d9c107036731	common_voice_tr_42910607.mp3	07b2ff3b84c4ccfef9576e7e49d3bb585afc1baae5a0fb3dc47ee88aaf4eb736	Azerbaycan Demokratik Cumhuriyeti'nin Azerbaycan Millî Şurası'nda Müslüman Sosyalist Blok'tan milletvekili seçildi.		2	0					tr	
a0f139124c7c361e9c724f8836bdc898723f7aff373cbb577321ce5f60be09d40ef0a302fc06d56c2697591135ab679315bc388ae17fb2156ef6d9c107036731	common_voice_tr_42910608.mp3	07d264292e2fa6ffe15d4a48e7684785ad87b3e057c7d544f98beb19aea96122	Belarus'a bağlı olan kurumun silahlı paramiliter gücü Sınır Muhafız Servisi'dir.		2	1					tr	
a0f139124c7c361e9c724f8836bdc898723f7aff373cbb577321ce5f60be09d40ef0a302fc06d56c2697591135ab679315bc388ae17fb2156ef6d9c107036731	common_voice_tr_42910610.mp3	07c7c209e93bebf8afdfa9fd3589ada4bf8c05b721136a09d9ae99f608f90657	İstanbul Üniversitesi Devlet Konservatuvarı Klasik Gitar Bölümünde eğitim gördü.		2	0					tr	
a11771665d186794fd19b511d350996033a03ce3dc9c07cf1c41927b3aaa4a68c8b0d151d357faa9fb517c4d94eea3eb08d0d2482dff62b78e1c5de5ce439deb	common_voice_tr_42773610.mp3	0743e3943e7ec7a664342c9f07d83b53e07b22bf3b5d4f28bd468d3ae8d0a9cc	Şu anda dünyanın en hızlı büyüyen spor olarak tanımlanmaktadır.		2	1					tr	
a11771665d186794fd19b511d350996033a03ce3dc9c07cf1c41927b3aaa4a68c8b0d151d357faa9fb517c4d94eea3eb08d0d2482dff62b78e1c5de5ce439deb	common_voice_tr_42773612.mp3	07960d18012511eb5d529290fd6357eb6a255cdfe6ef0f7bd6f92e97c10abd07	Kitap Arjantin'de en çok satanlar arasına girdi ve birçok dile çevrildi.		2	1					tr	
a11771665d186794fd19b511d350996033a03ce3dc9c07cf1c41927b3aaa4a68c8b0d151d357faa9fb517c4d94eea3eb08d0d2482dff62b78e1c5de5ce439deb	common_voice_tr_42773613.mp3	074c7f6ec1f4721aa66acd5f8a6c203a551bd15e8c4795428536c4c5ad0b5833	Bu kemeri günümüzde de dahil olmak üzere en çok zaman elinde tutan sporcu rekoruna sahiptir.		2	1					tr	
a11771665d186794fd19b511d350996033a03ce3dc9c07cf1c41927b3aaa4a68c8b0d151d357faa9fb517c4d94eea3eb08d0d2482dff62b78e1c5de5ce439deb	common_voice_tr_42773614.mp3	0757c4b3e5b9ffd80ed542fde7fbc5bb89ee00930349fec23522124a161d6837	İstanbul Teknik Üniversitesi İnşaat Fakültesi'nden mezun olmuştur.		2	0					tr	
ac52d7094ac1cb8c49c98532a1da2618aee1239f0da174e256884ac08ee2378fd400b2d9e8339c5d1474505977a2db6ebc69bc60d8df12b91f6cdd504e26dfb2	common_voice_tr_42802763.mp3	07c43953e7eb4e5519dad0cb03a13a58cb603e1fa1c976dc4e5efc734787d65c	Yolculuk yapanlar kendisine yakarırlar.		2	0			Standart Türkçe + Mersin		tr	
ac52d7094ac1cb8c49c98532a1da2618aee1239f0da174e256884ac08ee2378fd400b2d9e8339c5d1474505977a2db6ebc69bc60d8df12b91f6cdd504e26dfb2	common_voice_tr_42802764.mp3	0760a0000fa570dcd622f9978aabe79c2a641b396d58450feb1bf5a23b3bec6e	Çünkü insan bir kez doğruyu tam tuttursa bile yine de öyle olduğunu bilmeyecektir.		2	1			Standart Türkçe + Mersin		tr	
ac52d7094ac1cb8c49c98532a1da2618aee1239f0da174e256884ac08ee2378fd400b2d9e8339c5d1474505977a2db6ebc69bc60d8df12b91f6cdd504e26dfb2	common_voice_tr_42802765.mp3	0784239bc7b632ab136af37788b3313fa263a6cbc73ff5f45e20b2217834ff43	Ot adı ayrıca çimen oluşturan çim ve benzeri buğdaygiller için de kullanılır.		2	0			Standart Türkçe + Mersin		tr	
ac52d7094ac1cb8c49c98532a1da2618aee1239f0da174e256884ac08ee2378fd400b2d9e8339c5d1474505977a2db6ebc69bc60d8df12b91f6cdd504e26dfb2	common_voice_tr_42802766.mp3	07a6cca073497e78a2a985a0bea2f2ee20d1545673baccb51fcd732c76eca29e	Annesi ise Meliha Hanım'dır.		2	1			Standart Türkçe + Mersin		tr	
062e73a63a0cbb8e06df72e908d0b9894bdf81f2b1f7c0433cc60d5f896030a7fa7cf4871c2f47a1c09ab866ceb7cc84ed706bb3a8dbfda66b4fa5b86e3e93f0	common_voice_tr_43198300.mp3	07edece575a9f7745dfd70b3e34775e71d2bd2df2110da1015239d94b5385494	Her şey için teşekkürler.		2	1					tr	
062e73a63a0cbb8e06df72e908d0b9894bdf81f2b1f7c0433cc60d5f896030a7fa7cf4871c2f47a1c09ab866ceb7cc84ed706bb3a8dbfda66b4fa5b86e3e93f0	common_voice_tr_43198301.mp3	07de46679d94ed13358d2acf68ff6e6e00e2bbed50a2aa32ba9f58683c7eb3e5	Kurucusu İshak Seydi Efendidir.		2	1					tr	
062e73a63a0cbb8e06df72e908d0b9894bdf81f2b1f7c0433cc60d5f896030a7fa7cf4871c2f47a1c09ab866ceb7cc84ed706bb3a8dbfda66b4fa5b86e3e93f0	common_voice_tr_43198302.mp3	07a0818a0b6dd82f27f8c937a87e2413ef4c0ed3a1bf786b3c38790867a529b9	Marmara Üniversitesi'nde Edebiyat okudu.		2	0					tr	
062e73a63a0cbb8e06df72e908d0b9894bdf81f2b1f7c0433cc60d5f896030a7fa7cf4871c2f47a1c09ab866ceb7cc84ed706bb3a8dbfda66b4fa5b86e3e93f0	common_voice_tr_43198303.mp3	07721bca65b2b4323c861011f81165349eed64cc51fb6ddb4375790e199f335f	Halk eğitimi ve okul reformu konularında güçlü bir şekilde çalıştı.		2	0					tr	
062e73a63a0cbb8e06df72e908d0b9894bdf81f2b1f7c0433cc60d5f896030a7fa7cf4871c2f47a1c09ab866ceb7cc84ed706bb3a8dbfda66b4fa5b86e3e93f0	common_voice_tr_43198304.mp3	07ef65ec0f95e628984fff8148a02d5730bc237a4d13b339421c24130292102a	Dizi ise yayından kaldırıldı.		2	1					tr	
0e7ba7b222e4331744f870cdc94dbe8ba63b7c67c1e6f6060c94340a871b4c1216bb0072a5df5f8e302b6207b2671a1091391249d5e02ee42318130224c65686	common_voice_tr_43181904.mp3	07eb58d747b6ec31152fbf8dd77e91fba230a14af18d21943afa696b22b637c9	Bu parçacıkların kütleleri protonlarınkinden neredeyse yüz kat daha fazladır.		2	0					tr	
0e7ba7b222e4331744f870cdc94dbe8ba63b7c67c1e6f6060c94340a871b4c1216bb0072a5df5f8e302b6207b2671a1091391249d5e02ee42318130224c65686	common_voice_tr_43181905.mp3	0757bb94b7cb5f593df8cab0d21174d59daf1102282cd01f1a5398331ce1b6b3	Film Japon yönetmenin Japonca olmayan ve Japonya dışında geçen ilk filmi.		2	0					tr	
0e7ba7b222e4331744f870cdc94dbe8ba63b7c67c1e6f6060c94340a871b4c1216bb0072a5df5f8e302b6207b2671a1091391249d5e02ee42318130224c65686	common_voice_tr_43181906.mp3	07c0076fcbfbed025d1401447ea318320c23f36573631631aefad4d05505946c	Genellikle kanatlı bir yılan veya farklı hayvanların elementlerinin birleşiminden oluşan bir şekilde tasvir edilir.		2	0					tr	
0e7ba7b222e4331744f870cdc94dbe8ba63b7c67c1e6f6060c94340a871b4c1216bb0072a5df5f8e302b6207b2671a1091391249d5e02ee42318130224c65686	common_voice_tr_43181907.mp3	074ea6b0a9a2b26707ae494ca8b7c0f5fe7308205719c0aaf09a4fd5d19e2c42	Alan Larnaka Müzesi'nin yaklaşık elli metre kuzeyinde yer almaktadır.		2	1					tr	
0e7ba7b222e4331744f870cdc94dbe8ba63b7c67c1e6f6060c94340a871b4c1216bb0072a5df5f8e302b6207b2671a1091391249d5e02ee42318130224c65686	common_voice_tr_43181908.mp3	0796297799eacfc1a08f8bebb65dd59add6033c6b87b6fc66b45cb5ab2479188	Bu kaldıracın diğer ucu ise bir tür tulumbaya bağlanmıştı.		2	0					tr	
120c9dc198cff733359acb442a25e217e15837e574529a31e9f1029422bffa975cb884e917d171692eaa0e0a0c03cbcb30acc6ab13cc6d5369aa996274b2560a	common_voice_tr_42966290.mp3	06b291040bf381f9733bc2821cc9a11ca694cb9cb1d78e9a6ce04fc4f6eee51d	İnsanin hayattayken neden değerini bilmeyiz?		2	0			Turkish		tr	
120c9dc198cff733359acb442a25e217e15837e574529a31e9f1029422bffa975cb884e917d171692eaa0e0a0c03cbcb30acc6ab13cc6d5369aa996274b2560a	common_voice_tr_42966291.mp3	07df301aa1bbf795d48faeb0158763f6ad1f6439d692540828ca9a59dd0d202a	İsrail'in bölgeye inşaat malzemesinin girişini yasaklaması sebebiyle halk evlerini tamir edememektedir.		2	0			Turkish		tr	
120c9dc198cff733359acb442a25e217e15837e574529a31e9f1029422bffa975cb884e917d171692eaa0e0a0c03cbcb30acc6ab13cc6d5369aa996274b2560a	common_voice_tr_42966293.mp3	07ce4517251119bfe3ac6d9651d481bfff293e60bcdb5305b7d59e8c5169ae0e	İdari olarak iki ile ayrılır:		2	0			Turkish		tr	
120c9dc198cff733359acb442a25e217e15837e574529a31e9f1029422bffa975cb884e917d171692eaa0e0a0c03cbcb30acc6ab13cc6d5369aa996274b2560a	common_voice_tr_42966294.mp3	068b376d6d5386efadf009db7cc16d4df7aadc904cc0496236bc7cdec7d5d722	Burada meydana gelen depremler büyük ölçüde can ve mal kaybına neden olur.		2	0			Turkish		tr	
120c9dc198cff733359acb442a25e217e15837e574529a31e9f1029422bffa975cb884e917d171692eaa0e0a0c03cbcb30acc6ab13cc6d5369aa996274b2560a	common_voice_tr_42966296.mp3	07ab86e5f97cc9515dcabccc233ff21dbd939c381640eea334e3751cd62bdd33	Şarkı Tarkan'ın ilk çıkış şarkısıdır.		2	0			Turkish		tr	
1cc0756055186535a9b7acf638cf6047a870e9339016bdf34fb3a2f81244525d3d8fdd95f48674fe020df72679d4671740180cb186d5473b1db8e7d75bb217d9	common_voice_tr_42753111.mp3	07aaf5f27715eb461ae6fc232deaa4f7ff31cd8ca604b7b416a93f2e1d3a964a	Özellikle azaltılmış geri tepmesi ile dikkat çeker.		2	0					tr	
1cc0756055186535a9b7acf638cf6047a870e9339016bdf34fb3a2f81244525d3d8fdd95f48674fe020df72679d4671740180cb186d5473b1db8e7d75bb217d9	common_voice_tr_42753112.mp3	07befb2e4fcc4f61e3df6511a51f2c9637ed7bf153f88fec2f1b3bb2de797577	Bu yöntem ile filtre kahveden farklı bir tat elde edilirken kahvenin sertliği korunur.		2	0					tr	
1cc0756055186535a9b7acf638cf6047a870e9339016bdf34fb3a2f81244525d3d8fdd95f48674fe020df72679d4671740180cb186d5473b1db8e7d75bb217d9	common_voice_tr_42753113.mp3	074afc7fc9b72f194f622886bbc549d0245ca16ee603dde0e6db427baedbcd26	Şirketin merkezi Tebriz'de yer almaktadır.		2	0					tr	
1cc0756055186535a9b7acf638cf6047a870e9339016bdf34fb3a2f81244525d3d8fdd95f48674fe020df72679d4671740180cb186d5473b1db8e7d75bb217d9	common_voice_tr_42753114.mp3	078723c6edc8c7025a95056c5c3a705ba26e7e46145c783c4e67640b0f94862b	Kırmızı ve beyaz gruplarda alınan puanlar Final Grubu'na taşındı.		2	0					tr	
1cc0756055186535a9b7acf638cf6047a870e9339016bdf34fb3a2f81244525d3d8fdd95f48674fe020df72679d4671740180cb186d5473b1db8e7d75bb217d9	common_voice_tr_42753115.mp3	0776fa942cea6ce0c4e9d8b9a96fd539295f45ca4c5911e595ba726a9e15c00b	Gezilerinde ve savaşlarında çok şey görmüştü.		2	0					tr	
41642a9c49c5641a3084497f6ef510632662457b4408a563a916313a4e8b10b056c44044536e1c1d8189658f244b88cc83425dade47511237f1fcd68af7e66ef	common_voice_tr_43263729.mp3	07e55ed4438dbbb8f6750457c3364fcec4a55535a24651ca966e9fcb960b8697	Çamlıdere İlçesinin batısında yer almaktadır.		2	1			çok akıcı		tr	
41642a9c49c5641a3084497f6ef510632662457b4408a563a916313a4e8b10b056c44044536e1c1d8189658f244b88cc83425dade47511237f1fcd68af7e66ef	common_voice_tr_43263731.mp3	07e441b6a73c0e0c49cdbdf359cccea3738cf9b508101b921cde70d079a9215c	Bir kızkardeşi daha vardır ve fizyoterapisttir.		2	0			çok akıcı		tr	
41642a9c49c5641a3084497f6ef510632662457b4408a563a916313a4e8b10b056c44044536e1c1d8189658f244b88cc83425dade47511237f1fcd68af7e66ef	common_voice_tr_43263732.mp3	071692f9794a8e2a7e467ed7ae191233d9f9089fdc33f668af558bae26ae8f43	Bu olaydan sonra dokuz ay hapis yattı.		2	0			çok akıcı		tr	
41642a9c49c5641a3084497f6ef510632662457b4408a563a916313a4e8b10b056c44044536e1c1d8189658f244b88cc83425dade47511237f1fcd68af7e66ef	common_voice_tr_43263734.mp3	079aba85422228ba1e903a8026f1351e1f96e371c6bcefecde432790830ac18f	Sınav dinlediğini anlama ve okuduğunu anlama olmak üzere iki ana alandan ve elli sorudan oluşur.		2	1			çok akıcı		tr	
41642a9c49c5641a3084497f6ef510632662457b4408a563a916313a4e8b10b056c44044536e1c1d8189658f244b88cc83425dade47511237f1fcd68af7e66ef	common_voice_tr_43263735.mp3	0749cabeb6daba807a72c2000b21d1bd2f3ce4491bcceae78e99902c83ce847c	Sık sık kendi arazilerinde yönetici olarak çalışırlar.		2	0			çok akıcı		tr	
5955c92bc266958238878e633a34394416bd3501386c1494f34463f28f10c322197e97421439152d49c8b8ff037c1f5ab21da7753ddfa6c28a56647a2fd1814d	common_voice_tr_42721224.mp3	076000f6136a81b068551fd96752924f5afa3c60229cc0b35ee0de81b57cd42d	Sure ismini her ayetin sonunda yer alan ve insan anlamına gelen nas kelimesinden almıştır.		4	0			ege,Akdeniz		tr	
5955c92bc266958238878e633a34394416bd3501386c1494f34463f28f10c322197e97421439152d49c8b8ff037c1f5ab21da7753ddfa6c28a56647a2fd1814d	common_voice_tr_42721225.mp3	079d29e11224a5d3ac2645103a9705b46393da6d0624f02f2235f0d9eca3fb8d	Genel Valilik emrinde diplomatik yazışmaları yürüttü ve uluslararası toplantılara katıldı.		4	0			ege,Akdeniz		tr	
5955c92bc266958238878e633a34394416bd3501386c1494f34463f28f10c322197e97421439152d49c8b8ff037c1f5ab21da7753ddfa6c28a56647a2fd1814d	common_voice_tr_42721226.mp3	0785b6c19a4ef3a1b8ee356a6f8fce8cf6b4b5c24e21d87c79be833d6400b50e	Değişik boyutlarda teleskopları ve teleskoplara bağlı algılayıcıları vardır.		4	0			ege,Akdeniz		tr	
5955c92bc266958238878e633a34394416bd3501386c1494f34463f28f10c322197e97421439152d49c8b8ff037c1f5ab21da7753ddfa6c28a56647a2fd1814d	common_voice_tr_42721227.mp3	077d951d1bb0857cdd81ad128315119387d017572735669ceb15bd4087793f21	Buna göre kurul havayolunun herhangi bir zararını karşılamayı kabul edecekti.		4	0			ege,Akdeniz		tr	
